site,date,value
sdv-id-AIgqUz,2001-04-25,234.42701023549654
sdv-id-AIgqUz,2000-12-16,37.47827712775958
sdv-id-AIgqUz,2000-06-30,370.4594149605581
sdv-id-AIgqUz,2000-05-19,0.0
sdv-id-AIgqUz,2000-06-28,139.85988248802568
sdv-id-AIgqUz,2000-08-27,195.10454022535532
sdv-id-AIgqUz,2000-09-23,173.3938374509888
sdv-id-AIgqUz,2000-07-20,83.34131774196503
sdv-id-AIgqUz,2000-05-06,249.9407511267683
sdv-id-AIgqUz,2000-08-22,144.09249941429286
sdv-id-AIgqUz,2000-07-11,47.27636461198567
sdv-id-AIgqUz,2000-03-29,169.42475779316806
sdv-id-AIgqUz,1999-12-26,0.0
sdv-id-AIgqUz,2000-02-27,185.56180268506176
sdv-id-AIgqUz,2000-03-10,183.02853510476464
sdv-id-AIgqUz,2000-03-05,182.28322702345406
sdv-id-AIgqUz,2000-02-09,130.69928878175756
sdv-id-AIgqUz,2000-01-18,0.0
sdv-id-AIgqUz,2000-04-10,62.88767838567484
sdv-id-AIgqUz,2000-06-01,115.70161088540576
sdv-id-AIgqUz,2000-12-25,89.44127871933077
sdv-id-AIgqUz,2000-12-25,51.7037382796818
sdv-id-AIgqUz,2001-01-09,69.97802822713953
sdv-id-AIgqUz,2000-12-19,26.025253692982595
sdv-id-AIgqUz,2000-12-27,155.68641140721115
sdv-id-AIgqUz,2001-03-20,132.0334977207986
sdv-id-AIgqUz,2001-07-29,74.19747119610153
sdv-id-AIgqUz,2001-04-21,65.03174819311066
sdv-id-AIgqUz,2001-01-20,95.6574711720083
sdv-id-AIgqUz,2001-02-26,0.0
sdv-id-AIgqUz,2000-12-30,5.657523121746415
sdv-id-AIgqUz,2001-05-08,0.0
sdv-id-AIgqUz,2001-05-05,0.0
sdv-id-AIgqUz,2001-05-15,0.0
sdv-id-AIgqUz,2001-06-13,0.0
sdv-id-AIgqUz,2001-04-11,62.32058661599301
sdv-id-AIgqUz,2001-01-03,63.191491795526645
sdv-id-AIgqUz,2001-01-26,0.0
sdv-id-AIgqUz,2001-04-01,190.58956495938082
sdv-id-AIgqUz,2001-05-15,72.52155307991984
sdv-id-AIgqUz,2001-06-25,0.0
sdv-id-AIgqUz,2001-06-18,0.0
sdv-id-AIgqUz,2001-07-07,100.04988491119137
sdv-id-AIgqUz,2001-11-16,73.02946045342176
sdv-id-AIgqUz,2001-12-22,93.26839983952385
sdv-id-AIgqUz,2002-09-27,0.0
sdv-id-AIgqUz,2002-09-15,46.835941240975544
sdv-id-AIgqUz,2002-10-25,78.86838870691646
sdv-id-AIgqUz,2002-12-08,0.0
sdv-id-AIgqUz,2003-03-02,53.554771418184814
sdv-id-AIgqUz,2003-03-08,0.0
sdv-id-AIgqUz,2003-01-13,109.36520821888206
sdv-id-AIgqUz,2003-03-13,45.96521174943163
sdv-id-AIgqUz,2003-09-16,42.252455584779746
sdv-id-AIgqUz,2003-11-27,69.75513036473885
sdv-id-AIgqUz,2003-12-14,13.951972396713913
sdv-id-AIgqUz,2003-10-26,61.68157108943225
sdv-id-AIgqUz,2003-06-12,215.12217086673826
sdv-id-AIgqUz,2003-06-08,64.61301370257723
sdv-id-AIgqUz,2003-10-23,59.07448473891538
sdv-id-AIgqUz,2003-10-14,0.0
sdv-id-AIgqUz,2004-02-10,58.49821105296617
sdv-id-AIgqUz,2004-04-29,239.04401663174815
sdv-id-AIgqUz,2004-10-21,178.2323428105349
sdv-id-AIgqUz,2005-04-25,168.03054017745393
sdv-id-AIgqUz,2005-09-28,23.764180968234953
sdv-id-AIgqUz,2005-09-09,57.5433752294659
sdv-id-AIgqUz,2005-10-07,42.294986608880365
sdv-id-AIgqUz,2005-11-24,141.76609453468706
sdv-id-AIgqUz,2006-03-11,27.50013983619235
sdv-id-AIgqUz,2006-02-03,0.0
sdv-id-AIgqUz,2006-08-05,217.93603198107138
sdv-id-AIgqUz,2006-09-18,7.039207446884809
sdv-id-AIgqUz,2006-08-30,112.90477433356628
sdv-id-AIgqUz,2006-09-18,35.43977862964208
sdv-id-AIgqUz,2006-08-05,2.5764788829393055
sdv-id-AIgqUz,2006-06-29,148.996476950704
sdv-id-AIgqUz,2007-01-18,78.28687995437802
sdv-id-AIgqUz,2006-12-31,0.0
sdv-id-AIgqUz,2007-04-06,97.84933603842504
sdv-id-AIgqUz,2006-12-27,67.65481347155779
sdv-id-AIgqUz,2006-11-03,0.7062709855119067
sdv-id-AIgqUz,2006-12-08,0.0
sdv-id-AIgqUz,2006-12-11,59.08824067300658
sdv-id-AIgqUz,2006-12-05,227.51699288731135
sdv-id-AIgqUz,2006-10-19,0.0
sdv-id-AIgqUz,2006-09-26,0.0
sdv-id-AIgqUz,2007-04-11,35.861997818798905
sdv-id-AIgqUz,2006-12-03,22.26925846842184
sdv-id-AIgqUz,2006-12-23,0.0
sdv-id-AIgqUz,2007-02-14,48.60115641058464
sdv-id-AIgqUz,2006-12-19,0.0
sdv-id-AIgqUz,2006-12-12,230.19448841851704
sdv-id-AIgqUz,2006-11-02,161.49747263941734
sdv-id-AIgqUz,2006-10-02,98.31740847193944
sdv-id-AIgqUz,2006-11-26,57.292372242316915
sdv-id-AIgqUz,2007-03-27,120.67380291647652
sdv-id-AIgqUz,2007-09-21,0.0
sdv-id-AIgqUz,2008-03-01,140.51492128763485
sdv-id-AIgqUz,2008-08-24,20.002508247584984
sdv-id-AIgqUz,2008-11-25,77.56751293128055
sdv-id-AIgqUz,2008-12-10,59.324237858340894
sdv-id-AIgqUz,2008-11-23,213.0025124431388
sdv-id-AIgqUz,2008-08-13,95.02170785470108
sdv-id-AIgqUz,2008-11-10,59.08824067300658
sdv-id-AIgqUz,2008-12-05,237.51193281970103
sdv-id-AIgqUz,2009-01-29,0.0
sdv-id-AIgqUz,2009-06-10,0.0
sdv-id-AIgqUz,2009-08-24,31.6944937676433
sdv-id-AIgqUz,2009-06-26,55.42616752122697
sdv-id-AIgqUz,2009-12-11,59.08824067300658
sdv-id-AIgqUz,2010-01-18,49.298081604678
sdv-id-AIgqUz,2009-10-27,59.08824067300658
sdv-id-AIgqUz,2010-01-21,30.418024091994443
sdv-id-AIgqUz,2010-10-04,0.0
sdv-id-AIgqUz,2010-11-07,59.08824067300658
sdv-id-AIgqUz,2011-02-25,74.14967613712061
sdv-id-AIgqUz,2011-01-20,64.75169757459177
sdv-id-AIgqUz,2011-03-10,0.0
sdv-id-AIgqUz,2010-12-16,111.79774977968292
sdv-id-AIgqUz,2011-05-06,120.75672764762976
sdv-id-AIgqUz,2011-09-02,122.21585206833218
sdv-id-AIgqUz,2011-07-20,119.39092128968363
sdv-id-AIgqUz,2011-06-25,214.0157750909234
sdv-id-AIgqUz,2011-02-03,124.09581395159549
sdv-id-AIgqUz,2011-06-19,0.0
sdv-id-AIgqUz,2011-12-02,80.38287465881922
sdv-id-AIgqUz,2012-02-20,66.55575960436644
sdv-id-AIgqUz,2012-03-10,0.0
sdv-id-AIgqUz,2011-12-03,168.68785103226867
sdv-id-AIgqUz,2011-11-03,0.0
sdv-id-AIgqUz,2011-08-25,214.1070377362961
sdv-id-AIgqUz,2011-11-02,245.70509070329553
sdv-id-AIgqUz,2011-10-04,2.545452119760263
sdv-id-AIgqUz,2011-11-10,74.04824868662777
sdv-id-AIgqUz,2012-03-09,65.11555862950536
sdv-id-AIgqUz,2012-09-13,59.42971934222086
sdv-id-AIgqUz,2012-11-04,81.56924413594476
sdv-id-AIgqUz,2013-04-16,100.72849232067115
sdv-id-AIgqUz,2013-05-08,76.0460522982817
sdv-id-AIgqUz,2013-11-11,79.81262843109619
sdv-id-AIgqUz,2014-03-30,27.127224244995944
sdv-id-AIgqUz,2014-08-26,0.0
sdv-id-AIgqUz,2014-09-14,13.939999194165601
sdv-id-AIgqUz,2014-10-03,19.848040196703515
sdv-id-AIgqUz,2014-08-13,54.37800934184284
sdv-id-AIgqUz,2015-02-14,152.33640867056016
sdv-id-AIgqUz,2015-06-13,0.0
sdv-id-AIgqUz,2015-06-16,168.98173873118185
sdv-id-AIgqUz,2015-03-02,0.0
sdv-id-AIgqUz,2015-03-14,4.373494899652123
sdv-id-AIgqUz,2014-10-20,0.0
sdv-id-AIgqUz,2015-02-24,9.402144860656136
sdv-id-AIgqUz,2015-02-07,142.7055206721406
sdv-id-AIgqUz,2015-05-29,58.182710924271106
sdv-id-AIgqUz,2015-02-12,113.79375027775802
sdv-id-AIgqUz,2014-10-11,0.0
sdv-id-AIgqUz,2015-04-02,98.69153142270437
sdv-id-AIgqUz,2015-05-16,158.08901996164127
sdv-id-AIgqUz,2015-03-21,126.9274235157785
sdv-id-AIgqUz,2015-03-26,0.0
sdv-id-AIgqUz,2015-06-06,59.08824067300658
sdv-id-AIgqUz,2015-09-08,0.0
sdv-id-AIgqUz,2015-08-14,85.37299479061656
sdv-id-AIgqUz,2015-09-02,78.45771340755108
sdv-id-AIgqUz,2015-12-25,0.0
sdv-id-AIgqUz,2015-11-13,12.128833028986591
sdv-id-AIgqUz,2015-11-30,0.0
sdv-id-AIgqUz,2015-12-19,173.87912730749687
sdv-id-AIgqUz,2016-01-29,193.30845416612198
sdv-id-AIgqUz,2015-11-20,76.67956997962995
sdv-id-AIgqUz,2016-06-29,0.0
sdv-id-AIgqUz,2017-02-19,40.412022178243674
sdv-id-AIgqUz,2017-03-23,23.486786804959294
sdv-id-AIgqUz,2017-04-25,129.11300852728408
sdv-id-AIgqUz,2017-06-29,0.0
sdv-id-AIgqUz,2017-05-16,0.0
sdv-id-AIgqUz,2017-02-23,86.57238631437949
sdv-id-AIgqUz,2017-05-23,0.0
sdv-id-AIgqUz,2018-04-04,59.08824067300658
sdv-id-AIgqUz,2018-10-05,95.42678359475462
sdv-id-AIgqUz,2018-10-22,119.92230744761778
sdv-id-AIgqUz,2018-11-10,155.7105057600886
sdv-id-AIgqUz,2019-05-15,0.0
sdv-id-AIgqUz,2019-05-28,86.49119996965096
sdv-id-AIgqUz,2019-07-04,73.64658102938253
sdv-id-AIgqUz,2019-06-12,232.79829538717246
sdv-id-AIgqUz,2019-07-03,110.91656751323114
sdv-id-AIgqUz,2019-09-07,143.76943958331032
sdv-id-AIgqUz,2019-03-14,138.34580075059552
sdv-id-AIgqUz,2019-06-05,151.10949885956353
sdv-id-AIgqUz,2019-05-21,52.88464095420957
sdv-id-AIgqUz,2019-08-06,75.64678615055023
sdv-id-AIgqUz,2019-03-31,32.38554728418511
sdv-id-AIgqUz,2019-04-19,234.6994243707926
sdv-id-AIgqUz,2019-03-12,86.6059704606271
sdv-id-AIgqUz,2018-11-29,0.0
sdv-id-AIgqUz,2019-05-27,0.0
sdv-id-AIgqUz,2019-12-11,90.91881207104745
sdv-id-AIgqUz,2020-03-11,0.0
sdv-id-AIgqUz,2020-04-27,110.54982081611027
sdv-id-AIgqUz,2020-02-24,0.0
sdv-id-AIgqUz,2020-05-15,0.0
sdv-id-AIgqUz,2020-09-10,12.00313025377725
sdv-id-AIgqUz,2020-10-30,0.0
sdv-id-AIgqUz,2020-10-10,17.043000468802155
sdv-id-AIgqUz,2020-10-17,124.83659377404294
sdv-id-AIgqUz,2021-08-03,76.25324920244218
sdv-id-AIgqUz,2021-08-31,119.08685161314003
sdv-id-AIgqUz,2022-01-31,178.3093601981537
sdv-id-AIgqUz,2022-01-16,144.60149790267837
sdv-id-AIgqUz,2021-09-16,65.1462643988385
sdv-id-AIgqUz,2021-11-26,0.0
